subject_id,trial_index,is_monolingual,colour,num,resp,resp_fixed,rt
5d485d7e173e52001afc3136,302,no,yellows,20,оранжевый,оранжевый,3389.60000000149
5d485d7e173e52001afc3136,303,no,blues,1,голубой,голубой,2516.30000000447
5d485d7e173e52001afc3136,304,no,reds,20,красный,красный,2161.60000000149
5d485d7e173e52001afc3136,305,no,blues,20,синий,синий,2125.5
5d485d7e173e52001afc3136,306,no,browns,1,бежевый,бежевый,4493.59999999404
5d485d7e173e52001afc3136,307,no,browns,20,коричневый,коричневый,3195.39999999851
5d6a46e06e13bf001beb924d,300,yes,yellows,20,оранжевый,оранжевый,26849
5d6a46e06e13bf001beb924d,301,yes,browns,20,коричневый,коричневый,17993.3000000119
5d6a46e06e13bf001beb924d,302,yes,browns,1,бежевый,бежевый,11662.7999999523
5d6a46e06e13bf001beb924d,303,yes,yellows,1,жёлтый,жёлтый,12932
5d6a46e06e13bf001beb924d,304,yes,blues,1,голубой,голубой,12375.1000000238
5d6a46e06e13bf001beb924d,305,yes,blues,20,синий,синий,8825.80000001192
5d6a46e06e13bf001beb924d,306,yes,reds,1,розовый,розовый,14224.1000000238
5d6a46e06e13bf001beb924d,307,yes,reds,20,алый,алый,13580.6999999881
5d7e12d416b0a00015c3681f,300,yes,reds,1,розовый,розовый,6870
5d7e12d416b0a00015c3681f,301,yes,blues,20,темно-синий,темно-синий,8109.69999998808
5d7e12d416b0a00015c3681f,302,yes,yellows,1,ярко желтый,ярко желтый,9190.5
5d7e12d416b0a00015c3681f,303,yes,browns,20,темно-коричневый,темно-коричневый,8361.39999997616
5d7e12d416b0a00015c3681f,304,yes,reds,20,ярко красный,ярко красный,8649.60000002384
5d7e12d416b0a00015c3681f,305,yes,yellows,20,оранжевый,оранжевый,7619.59999996424
5d7e12d416b0a00015c3681f,306,yes,blues,1,бледно-голубой,бледно-голубой,5418.60000002384
5d7e12d416b0a00015c3681f,307,yes,browns,1,кофейный,кофейный,10538.2000000477
5d8cf1d6243c0c001636900c,300,yes,reds,20,красный,красный,5159.20000000298
5d8cf1d6243c0c001636900c,301,yes,browns,1,бежевый,бежевый,5543.29999999702
5d8cf1d6243c0c001636900c,302,yes,reds,1,розовый,розовый,4175.90000000596
5d8cf1d6243c0c001636900c,303,yes,blues,1,голубой,голубой,4306
5d8cf1d6243c0c001636900c,304,yes,yellows,1,лимонно-желтый,лимонно-желтый,14851.5
5d8cf1d6243c0c001636900c,305,yes,blues,20,синий,синий,4020.90000000596
5d8cf1d6243c0c001636900c,306,yes,yellows,20,оранжевый,оранжевый,4860.70000000298
5d8cf1d6243c0c001636900c,307,yes,browns,20,коричневый,коричневый,4681.80000001192
5d909c555146de0019a80c41,300,yes,reds,1,Розовый,Розовый,6806.69999992847
5d909c555146de0019a80c41,301,yes,reds,20,Красный,Красный,5453.20000004768
5d909c555146de0019a80c41,302,yes,blues,1,Голубой,Голубой,5988.80000007153
5d909c555146de0019a80c41,303,yes,yellows,20,Оранжевый,Оранжевый,4852.29999995232
5d909c555146de0019a80c41,304,yes,browns,1,Бежевый,Бежевый,5536.29999995232
5d909c555146de0019a80c41,305,yes,blues,20,Синий,Синий,3475.40000009537
5d909c555146de0019a80c41,306,yes,yellows,1,Желтый,Желтый,4657.89999997616
5d909c555146de0019a80c41,307,yes,browns,20,Коричневый,Коричневый,4936
5d9ca4eff93dba0013e68c11,300,yes,reds,1,фиолетовый,фиолетовый,28002.1000000015
5d9ca4eff93dba0013e68c11,301,yes,reds,20,красный,красный,8513.80000000447
5d9ca4eff93dba0013e68c11,302,yes,blues,20,синий,синий,5060.10000000149
5d9ca4eff93dba0013e68c11,303,yes,yellows,20,оранжевый,оранжевый,8772
5d9ca4eff93dba0013e68c11,304,yes,browns,20,коричневый,коричневый,7492.80000000447
5d9ca4eff93dba0013e68c11,305,yes,yellows,1,желтый,желтый,7391.5
5d9ca4eff93dba0013e68c11,306,yes,browns,1,бежевый,бежевый,12002.299999997
5d9ca4eff93dba0013e68c11,307,yes,blues,1,голубой,голубой,11891
5db6a84280cfb2000e2ca4e3,300,yes,browns,1,бежевый,бежевый,12986.7999999821
5db6a84280cfb2000e2ca4e3,301,yes,reds,1,розовый,розовый,8316.69999998808
5db6a84280cfb2000e2ca4e3,302,yes,yellows,20,жёлтый,жёлтый,9843.69999998808
5db6a84280cfb2000e2ca4e3,303,yes,browns,20,хаки,хаки,8275.89999997616
5db6a84280cfb2000e2ca4e3,304,yes,reds,20,алый,алый,8612.30000001192
5db6a84280cfb2000e2ca4e3,305,yes,yellows,1,жёлтый,жёлтый,7758.09999999404
5db6a84280cfb2000e2ca4e3,306,yes,blues,1,голубой,голубой,7582.39999997616
5db6a84280cfb2000e2ca4e3,307,yes,blues,20,синий,синий,5860.80000001192
5dc58800370239403ec902ac,300,no,blues,20,синий,синий,7964.40000003576
5dc58800370239403ec902ac,301,no,reds,1,розовый,розовый,7214.5
5dc58800370239403ec902ac,302,no,yellows,20,оранжевый,оранжевый,6528.80000001192
5dc58800370239403ec902ac,303,no,reds,20,красный,красный,4366.5
5dc58800370239403ec902ac,304,no,browns,20,коричневый,коричневый,7592.30000001192
5dc58800370239403ec902ac,305,no,blues,1,голубой,голубой,4533.19999998808
5dc58800370239403ec902ac,306,no,yellows,1,лимонный,лимонный,16301.6999999881
5dc58800370239403ec902ac,307,no,browns,1,бежевый,бежевый,6278.69999998808
5de930a76e09cf04fffa0415,300,yes,blues,20,синий,синий,6924.20000004768
5de930a76e09cf04fffa0415,301,yes,blues,1,голубой,голубой,6141.60000002384
5de930a76e09cf04fffa0415,302,yes,reds,20,красный,красный,3799
5de930a76e09cf04fffa0415,303,yes,yellows,1,желтый,желтый,4236.90000009537
5de930a76e09cf04fffa0415,304,yes,browns,1,бурый,бурый,14708.2000000477
5de930a76e09cf04fffa0415,305,yes,reds,1,розовый,розовый,6625.70000004768
5de930a76e09cf04fffa0415,306,yes,browns,20,шоколадный,шоколадный,14085.3999999762
5de930a76e09cf04fffa0415,307,yes,yellows,20,оранжевый,оранжевый,5671.70000004768
5e1c4b52cd15fa441bc3bfce,300,yes,yellows,1,бледно-желтый,бледно-желтый,14238
5e1c4b52cd15fa441bc3bfce,301,yes,blues,1,голубой,голубой,5709
5e1c4b52cd15fa441bc3bfce,302,yes,reds,20,красный,красный,4515
5e1c4b52cd15fa441bc3bfce,303,yes,reds,1,розовый,розовый,8419
5e1c4b52cd15fa441bc3bfce,304,yes,yellows,20,оранжевый,оранжевый,8126
5e1c4b52cd15fa441bc3bfce,305,yes,blues,20,синий,синий,2841
5e1c4b52cd15fa441bc3bfce,306,yes,browns,20,коричневый,коричневый,4768
5e1c4b52cd15fa441bc3bfce,307,yes,browns,1,бежевый,бежевый,6291
5e30240d4d439d027d937a7d,300,no,yellows,1,жёлтый,жёлтый,8323.79999995232
5e30240d4d439d027d937a7d,301,no,blues,20,синий,синий,3266.09999990463
5e30240d4d439d027d937a7d,302,no,browns,1,бежевый,бежевый,4148.39999985695
5e30240d4d439d027d937a7d,303,no,yellows,20,оранжевый,оранжевый,4703.20000004768
5e30240d4d439d027d937a7d,304,no,browns,20,коричневый,коричневый,5316.5
5e30240d4d439d027d937a7d,305,no,blues,1,голубой,голубой,3175.79999995232
5e30240d4d439d027d937a7d,306,no,reds,20,красный,красный,3717.79999995232
5e30240d4d439d027d937a7d,307,no,reds,1,розовый,розовый,4145.89999985695
5e5b08677394743009ffcc8b,300,no,yellows,1,желтый,желтый,12429
5e5b08677394743009ffcc8b,301,no,reds,1,розовый,розовый,11510.099999994
5e5b08677394743009ffcc8b,302,no,browns,1,бежевый,бежевый,14354.099999994
5e5b08677394743009ffcc8b,303,no,blues,20,синий,синий,6495.09999999404
5e5b08677394743009ffcc8b,304,no,reds,20,красный,красный,2916.90000000596
5e5b08677394743009ffcc8b,305,no,browns,20,коричневый,коричневый,7083.70000001788
5e5b08677394743009ffcc8b,306,no,blues,1,голубой,голубой,2912.59999999404
5e5b08677394743009ffcc8b,307,no,yellows,20,оранжевый,оранжевый,4321.19999998808
5e84d9c7499bf00a9692a5c0,300,no,reds,20,красный алый,красный алый,31352
5e84d9c7499bf00a9692a5c0,301,no,reds,1,розовый,розовый,6964
5e84d9c7499bf00a9692a5c0,302,no,browns,1,бежевый,бежевый,7633.19999999925
5e84d9c7499bf00a9692a5c0,303,no,yellows,20,оранжевый,оранжевый,8545.30000000075
5e84d9c7499bf00a9692a5c0,304,no,browns,20,коричневый,коричневый,7157.69999999925
5e84d9c7499bf00a9692a5c0,305,no,blues,20,синий,синий,3809
5e84d9c7499bf00a9692a5c0,306,no,blues,1,голубой,голубой,5362.09999999963
5e84d9c7499bf00a9692a5c0,307,no,yellows,1,желтый,желтый,5228.5
5e852ca6fdad8f11511558a1,300,no,browns,1,бежевый,бежевый,20599.2999999523
5e852ca6fdad8f11511558a1,301,no,yellows,20,оранжевый,оранжевый,13261.7999999523
5e852ca6fdad8f11511558a1,302,no,reds,20,красный,красный,19838.2999999523
5e852ca6fdad8f11511558a1,303,no,yellows,1,жёлтый,жёлтый,18086.0999999046
5e852ca6fdad8f11511558a1,304,no,blues,1,голубой,голубой,13724.5
5e852ca6fdad8f11511558a1,305,no,reds,1,малиновый,малиновый,21499
5e852ca6fdad8f11511558a1,306,no,blues,20,синий,синий,10861.5999999046
5e852ca6fdad8f11511558a1,307,no,browns,20,коричневый,коричневый,11888.0999999046
5e96e2edb9dbc4175da87973,300,yes,blues,1,голубой,голубой,19672.5999999046
5e96e2edb9dbc4175da87973,301,yes,reds,1,розовый,розовый,13823.7999999523
5e96e2edb9dbc4175da87973,302,yes,yellows,20,оранжевый,оранжевый,10228.2000000477
5e96e2edb9dbc4175da87973,303,yes,yellows,1,желтый,желтый,8846.59999990463
5e96e2edb9dbc4175da87973,304,yes,browns,20,коричневый,коричневый,7031.59999990463
5e96e2edb9dbc4175da87973,305,yes,reds,20,красный,красный,5682.79999995232
5e96e2edb9dbc4175da87973,306,yes,browns,1,бежевый,бежевый,21971.7999999523
5e96e2edb9dbc4175da87973,307,yes,blues,20,синий,синий,3576.5
5ea3f75481a44e39aa318256,300,yes,yellows,20,оранжевый,оранжевый,5955.29999999702
5ea3f75481a44e39aa318256,301,yes,reds,1,розовый,розовый,5022.10000000894
5ea3f75481a44e39aa318256,302,yes,blues,20,синий,синий,3006.59999999404
5ea3f75481a44e39aa318256,303,yes,reds,20,красный,красный,3199.79999999702
5ea3f75481a44e39aa318256,304,yes,browns,1,светло коричневый ,светло коричневый ,15491.3000000119
5ea3f75481a44e39aa318256,305,yes,blues,1,голубой,голубой,4424.09999999404
